"Station Name","TORONTO CITY"
"Province","ONTARIO"
"Latitude","43.67"
"Longitude","-79.40"
"Elevation","112.50"
"Climate Identifier","6158355"
"WMO Identifier","71508"
"TC Identifier","XTO"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2017-12-03","2017","12","03","","7.8","","2.0","","4.9","","13.1","","0.0","","","M","","M","0.0","","1","","","M","","M"
"2017-12-04","2017","12","04","","10.8","","3.0","","6.9","","11.1","","0.0","","","M","","M","2.4","","1","","","M","","M"
"2017-12-05","2017","12","05","","10.7","","0.6","","5.7","","12.3","","0.0","","","M","","M","5.6","","","","","M","","M"
"2017-12-06","2017","12","06","","3.4","","-1.3","","1.1","","16.9","","0.0","","","M","","M","0.0","","","","","M","","M"
"2017-12-07","2017","12","07","","1.1","","-2.2","","-0.6","","18.6","","0.0","","","M","","M","0.0","","","","","M","","M"
"2017-12-08","2017","12","08","","1.2","","-2.7","","-0.8","","18.8","","0.0","","","M","","M","0.0","","","","","M","","M"
"2017-12-09","2017","12","09","","1.9","","-1.7","","0.1","","17.9","","0.0","","","M","","M","0.0","","","","","M","","M"
"2017-12-10","2017","12","10","","-0.7","","-3.2","","-2.0","","20.0","","0.0","","","M","","M","0.0","","","","","M","","M"
"2017-12-11","2017","12","11","","-1.5","","-6.7","","-4.1","","22.1","","0.0","","","M","","M","3.1","","","","","M","","M"
"2017-12-12","2017","12","12","","-1.4","","-11.4","","-6.4","","24.4","","0.0","","","M","","M","3.7","","8","","","M","","M"
"2017-12-13","2017","12","13","","-6.6","","-13.1","","-9.9","","27.9","","0.0","","","M","","M","0.2","","6","","","M","","M"
"2017-12-14","2017","12","14","","-5.6","","-14.1","","-9.9","","27.9","","0.0","","","M","","M","0.2","","5","","","M","","M"
"2017-12-15","2017","12","15","","-3.0","","-9.8","","-6.4","","24.4","","0.0","","","M","","M","0.5","","5","","","M","","M"
"2017-12-16","2017","12","16","","-3.1","","-8.2","","-5.7","","23.7","","0.0","","","M","","M","0.0","","7","","","M","","M"
"2017-12-17","2017","12","17","","-5.4","","-11.3","","-8.4","","26.4","","0.0","","","M","","M","0.2","","6","","","M","","M"
"2017-12-18","2017","12","18","","4.7","","-5.9","","-0.6","","18.6","","0.0","","","M","","M","2.6","","6","","","M","","M"
"2017-12-19","2017","12","19","","7.4","","2.9","","5.2","","12.8","","0.0","","","M","","M","0.0","","1","","","M","","M"
"2017-12-20","2017","12","20","","3.1","","-2.9","","0.1","","17.9","","0.0","","","M","","M","0.0","","","","","M","","M"
"2017-12-21","2017","12","21","","-1.8","","-4.7","","-3.3","","21.3","","0.0","","","M","","M","2.7","","","","","M","","M"
"2017-12-22","2017","12","22","","-1.8","","-5.7","","-3.8","","21.8","","0.0","","","M","","M","3.4","","5","","","M","","M"
"2017-12-23","2017","12","23","","0.6","","-4.8","","-2.1","","20.1","","0.0","","","M","","M","3.1","","5","","","M","","M"
"2017-12-24","2017","12","24","","-1.1","","-4.8","","-3.0","","21.0","","0.0","","","M","","M","7.2","","7","","","M","","M"
"2017-12-25","2017","12","25","","-3.0","","-10.5","","-6.8","","24.8","","0.0","","","M","","M","1.0","","16","","","M","","M"
"2017-12-26","2017","12","26","","-10.2","","-14.4","","-12.3","","30.3","","0.0","","","M","","M","0.0","","12","","","M","","M"
"2017-12-27","2017","12","27","","-9.9","","-17.9","","-13.9","","31.9","","0.0","","","M","","M","0.0","","11","","","M","","M"
"2017-12-28","2017","12","28","","-11.8","","-19.6","","-15.7","","33.7","","0.0","","","M","","M","0.2","","10","","","M","","M"
"2017-12-29","2017","12","29","","-7.3","","-14.3","","-10.8","","28.8","","0.0","","","M","","M","1.0","","10","","","M","","M"
"2017-12-30","2017","12","30","","-6.8","","-18.1","","-12.5","","30.5","","0.0","","","M","","M","0.2","","10","","","M","","M"
"2017-12-31","2017","12","31","","-13.7","","-20.2","","-17.0","","35.0","","0.0","","","M","","M","0.0","","11","","","M","","M"
